"","p","n","cor","pval"
"11594",5,2000,0,0.141
"11595",5,2000,0,0.118
"11596",5,2000,0,0.272
"11597",5,2000,0,0.544
"11598",5,2000,0,0.957
"11599",5,2000,0,0.604
"11600",5,2000,0,0.933
"11601",5,2000,0,0.367
"11602",5,2000,0,0.377
"11603",5,2000,0,0.796
"11604",5,2000,0,0.795
"11605",5,2000,0,0.953
"11606",5,2000,0,0.135
"11607",5,2000,0,0.661
"11608",5,2000,0,0.962
"11609",5,2000,0,0.413
"11610",5,2000,0,0.835
"11611",5,2000,0,0.55
"11612",5,2000,0,0.691
"11613",5,2000,0,0.518
"11614",5,2000,0,0.798
"11615",5,2000,0,0.907
"11616",5,2000,0,0.548
"11617",5,2000,0,0.303
"11618",5,2000,0,0.504
"11619",5,2000,0,0.56
"11620",5,2000,0,0.964
"11621",5,2000,0,0.283
"11622",5,2000,0,0.209
"11623",5,2000,0,0.535
"11624",5,2000,0,0.929
"11625",5,2000,0,0.266
"11626",5,2000,0,0.61
"11627",5,2000,0,0.618
"11628",5,2000,0,0.575
"11629",5,2000,0,0.3
"11630",5,2000,0,0.99
"11631",5,2000,0,0.169
"11632",5,2000,0,0.184
"11633",5,2000,0,0.803
"11634",5,2000,0,0.981
"11635",5,2000,0,0.679
"11636",5,2000,0,0.972
"11637",5,2000,0,0.175
"11638",5,2000,0,0.793
"11639",5,2000,0,0.819
"11640",5,2000,0,0.185
"11641",5,2000,0,0.069
"11642",5,2000,0,0.203
"11643",5,2000,0,0.867
"11644",5,2000,0,0.855
"11645",5,2000,0,0.991
"11646",5,2000,0,0.147
"11647",5,2000,0,0.273
"11648",5,2000,0,0.258
"11649",5,2000,0,0.189
"11650",5,2000,0,0.01
"11651",5,2000,0,0.024
"11652",5,2000,0,0.634
"11653",5,2000,0,0.579
"11654",5,2000,0,0.705
"11655",5,2000,0,0.998
"11656",5,2000,0,0.833
"11657",5,2000,0,0.794
"11658",5,2000,0,0.411
"11659",5,2000,0,0.472
"11660",5,2000,0,0.926
"11661",5,2000,0,0.554
"11662",5,2000,0,0.676
"11663",5,2000,0,0.071
"11664",5,2000,0,0.531
"11665",5,2000,0,0.851
"11666",5,2000,0,0.101
"11667",5,2000,0,0.708
"11668",5,2000,0,0.159
"11669",5,2000,0,0.507
"11670",5,2000,0,0.393
"11671",5,2000,0,0.785
"11672",5,2000,0,0.448
"11673",5,2000,0,0.958
"11674",5,2000,0,0.021
"11675",5,2000,0,0.845
"11676",5,2000,0,0.717
"11677",5,2000,0,0.818
"11678",5,2000,0,0.804
"11679",5,2000,0,0.435
"11680",5,2000,0,0.485
"11681",5,2000,0,0.429
"11682",5,2000,0,0.672
"11683",5,2000,0,0.642
"11684",5,2000,0,0.788
"11685",5,2000,0,0.637
"11686",5,2000,0,0.164
"11687",5,2000,0,0.738
"11688",5,2000,0,0.986
"11689",5,2000,0,0.379
"11690",5,2000,0,0.436
"11691",5,2000,0,0.483
"11692",5,2000,0,0.81
"11693",5,2000,0,0.621
"11694",5,2000,0,0.807
"11695",5,2000,0,0.709
"11696",5,2000,0,0.354
"11697",5,2000,0,0.467
"11698",5,2000,0,0.556
"11699",5,2000,0,0.232
"11700",5,2000,0,0.915
"11701",5,2000,0,0.873
"11702",5,2000,0,0.002
"11703",5,2000,0,0.864
"11704",5,2000,0,0.156
"11705",5,2000,0,0.944
"11706",5,2000,0,0.119
"11707",5,2000,0,0.638
"11708",5,2000,0,0.183
"11709",5,2000,0,0.095
"11710",5,2000,0,0.976
"11711",5,2000,0,0.913
"11712",5,2000,0,0.675
"11713",5,2000,0,0.474
"11714",5,2000,0,0.269
"11715",5,2000,0,0.946
"11716",5,2000,0,0.765
"11717",5,2000,0,0.292
"11718",5,2000,0,0.835
"11719",5,2000,0,0.966
"11720",5,2000,0,0.11
"11721",5,2000,0,0.877
"11722",5,2000,0,0.722
"11723",5,2000,0,0.992
"11724",5,2000,0,0.508
"11725",5,2000,0,0.658
"11726",5,2000,0,0.002
"11727",5,2000,0,0.953
"11728",5,2000,0,0.898
"11729",5,2000,0,0.807
"11730",5,2000,0,0.747
"11731",5,2000,0,0.097
"11732",5,2000,0,0.173
"11733",5,2000,0,0.597
"11734",5,2000,0,0.684
"11735",5,2000,0,0.254
"11736",5,2000,0,0.508
"11737",5,2000,0,0.08
"11738",5,2000,0,0.824
"11739",5,2000,0,0.296
"11740",5,2000,0,0.138
"11741",5,2000,0,0.856
"11742",5,2000,0,0.554
"11743",5,2000,0,0.586
"11744",5,2000,0,0.519
"11745",5,2000,0,0.861
"11746",5,2000,0,0.195
"11747",5,2000,0,0.673
"11748",5,2000,0,0.415
"11749",5,2000,0,0.844
"11750",5,2000,0,0.506
"11751",5,2000,0,0.909
"11752",5,2000,0,0.645
"11753",5,2000,0,0.646
"11754",5,2000,0,0.894
"11755",5,2000,0,0.839
"11756",5,2000,0,0.53
"11757",5,2000,0,0.56
"11758",5,2000,0,0.507
"11759",5,2000,0,0.832
"11760",5,2000,0,0.726
"11761",5,2000,0,0.523
"11762",5,2000,0,0.514
"11763",5,2000,0,0.496
"11764",5,2000,0,0.578
"11765",5,2000,0,0.981
"11766",5,2000,0,0.173
"11767",5,2000,0,0.102
"11768",5,2000,0,0.617
"11769",5,2000,0,0.68
"11770",5,2000,0,0.707
"11771",5,2000,0,0.133
"11772",5,2000,0,0.477
"11773",5,2000,0,0.989
"11774",5,2000,0,0.529
"11775",5,2000,0,0.96
"11776",5,2000,0,0.461
"11777",5,2000,0,0.505
"11778",5,2000,0,0.877
"11779",5,2000,0,0.436
"11780",5,2000,0,0.643
"11781",5,2000,0,0.763
"11782",5,2000,0,0.25
"11783",5,2000,0,0.755
"11784",5,2000,0,0.861
"11785",5,2000,0,0.639
"11786",5,2000,0,0.927
"11787",5,2000,0,0.931
"11788",5,2000,0,0.453
"11789",5,2000,0,0
"11790",5,2000,0,0.866
"11791",5,2000,0,0.388
"11792",5,2000,0,0.592
"11793",5,2000,0,0.282
"11794",5,2000,0,0.722
"11795",5,2000,0,0.576
"11796",5,2000,0,0.11
"11797",5,2000,0,0.669
"11798",5,2000,0,0.38
"11799",5,2000,0,0.28
"11800",5,2000,0,0.778
"11801",5,2000,0,0.069
"11802",5,2000,0,0.282
"11803",5,2000,0,0.968
"11804",5,2000,0,0.745
"11805",5,2000,0,0.954
"11806",5,2000,0,0.923
"11807",5,2000,0,0.982
"11808",5,2000,0,0.016
"11809",5,2000,0,0.295
"11810",5,2000,0,0.358
"11811",5,2000,0,0.186
"11812",5,2000,0,0.434
"11813",5,2000,0,0.283
"11814",5,2000,0,0.349
"11815",5,2000,0,0.113
"11816",5,2000,0,0.415
"11817",5,2000,0,0.35
"11818",5,2000,0,0.367
"11819",5,2000,0,0.122
"11820",5,2000,0,0.184
"11821",5,2000,0,0.636
"11822",5,2000,0,0.341
"11823",5,2000,0,0.525
"11824",5,2000,0,0.918
"11825",5,2000,0,0.606
"11826",5,2000,0,0.426
"11827",5,2000,0,0.981
"11828",5,2000,0,0.798
"11829",5,2000,0,0
"11830",5,2000,0,0.081
"11831",5,2000,0,0.953
"11832",5,2000,0,0.333
"11833",5,2000,0,0.756
"11834",5,2000,0,0.306
"11835",5,2000,0,0.768
"11836",5,2000,0,0.911
"11837",5,2000,0,0.362
"11838",5,2000,0,0.796
"11839",5,2000,0,0.238
"11840",5,2000,0,0.168
"11841",5,2000,0,0.166
"11842",5,2000,0,0.711
"11843",5,2000,0,0.916
"11844",5,2000,0,0.472
"11845",5,2000,0,0.343
"11846",5,2000,0,0.765
"11847",5,2000,0,0.432
"11848",5,2000,0,0.49
"11849",5,2000,0,0.105
"11850",5,2000,0,0.614
"11851",5,2000,0,0.098
"11852",5,2000,0,0.473
"11853",5,2000,0,0.957
"11854",5,2000,0,0.069
"11855",5,2000,0,0.761
"11856",5,2000,0,0.684
"11857",5,2000,0,0.14
"11858",5,2000,0,0.345
"11859",5,2000,0,0.58
"11860",5,2000,0,0.621
"11861",5,2000,0,0.433
"11862",5,2000,0,0.34
"11863",5,2000,0,0.267
"11864",5,2000,0,0.852
"11865",5,2000,0,0.701
"11866",5,2000,0,0.307
"11867",5,2000,0,0.319
"11868",5,2000,0,0.751
"11869",5,2000,0,0.969
"11870",5,2000,0,0.0659999999999999
"11871",5,2000,0,0.553
"11872",5,2000,0,0.07
"11873",5,2000,0,0.438
"11874",5,2000,0,0.606
"11875",5,2000,0,0.922
"11876",5,2000,0,0.441
"11877",5,2000,0,0.553
"11878",5,2000,0,0.1
"11879",5,2000,0,0.951
"11880",5,2000,0,0.001
"11881",5,2000,0,0.845
"11882",5,2000,0,0.421
"11883",5,2000,0,0.31
"11884",5,2000,0,0.777
"11885",5,2000,0,0.195
"11886",5,2000,0,0.34
"11887",5,2000,0,0.222
"11888",5,2000,0,0.835
"11889",5,2000,0,0.329
"11890",5,2000,0,0.352
"11891",5,2000,0,0.889
"11892",5,2000,0,0.208
"11893",5,2000,0,0.409
"11894",5,2000,0,0.41
"11895",5,2000,0,0.76
"11896",5,2000,0,0.639
"11897",5,2000,0,0.103
"11898",5,2000,0,0.971
"11899",5,2000,0,0.707
"11900",5,2000,0,0.352
"11901",5,2000,0,0.963
"11902",5,2000,0,0.437
"11903",5,2000,0,0.522
"11904",5,2000,0,0.708
"11905",5,2000,0,0.578
"11906",5,2000,0,0.432
"11907",5,2000,0,0.0669999999999999
"11908",5,2000,0,0.393
"11909",5,2000,0,0.521
"11910",5,2000,0,0.655
"11911",5,2000,0,0.375
"11912",5,2000,0,0.7
"11913",5,2000,0,0.736
"11914",5,2000,0,0.67
"11915",5,2000,0,0.33
"11916",5,2000,0,0.826
"11917",5,2000,0,0.443
"11918",5,2000,0,0.113
"11919",5,2000,0,0.805
"11920",5,2000,0,0.012
"11921",5,2000,0,0.585
"11922",5,2000,0,0.644
"11923",5,2000,0,0.133
"11924",5,2000,0,0.19
"11925",5,2000,0,0.718
"11926",5,2000,0,0.854
"11927",5,2000,0,0.836
"11928",5,2000,0,0.804
"11929",5,2000,0,0.608
"11930",5,2000,0,0.675
"11931",5,2000,0,0.604
"11932",5,2000,0,0.096
"11933",5,2000,0,0.723
"11934",5,2000,0,0.662
"11935",5,2000,0,0.164
"11936",5,2000,0,0.308
"11937",5,2000,0,0.162
"11938",5,2000,0,0.906
"11939",5,2000,0,0.788
"11940",5,2000,0,0.807
"11941",5,2000,0,0.788
"11942",5,2000,0,0.467
"11943",5,2000,0,0.564
"11944",5,2000,0,0.908
"11945",5,2000,0,0.831
"11946",5,2000,0,0.84
"11947",5,2000,0,0.159
"11948",5,2000,0,0.691
"11949",5,2000,0,0.051
"11950",5,2000,0,0.756
"11951",5,2000,0,0.0639999999999999
"11952",5,2000,0,0.38
"11953",5,2000,0,0.897
"11954",5,2000,0,0.716
"11955",5,2000,0,0.325
"11956",5,2000,0,0.487
"11957",5,2000,0,0.79
"11958",5,2000,0,0.116
"11959",5,2000,0,0.345
"11960",5,2000,0,0.549
"11961",5,2000,0,0.584
"11962",5,2000,0,0.147
"11963",5,2000,0,0.285
"11964",5,2000,0,0.319
"11965",5,2000,0,0.419
"11966",5,2000,0,0.738
"11967",5,2000,0,0.236
"11968",5,2000,0,0.415
"11969",5,2000,0,0.244
"11970",5,2000,0,0.938
"11971",5,2000,0,0.941
"11972",5,2000,0,0.929
"11973",5,2000,0,0.674
"11974",5,2000,0,0.469
"11975",5,2000,0,0.029
"11976",5,2000,0,0.112
"11977",5,2000,0,0.498
"11978",5,2000,0,0.808
"11979",5,2000,0,0.586
"11980",5,2000,0,0.141
"11981",5,2000,0,0.192
"11982",5,2000,0,0.211
"11983",5,2000,0,0.273
"11984",5,2000,0,0.695
"11985",5,2000,0,0.321
"11986",5,2000,0,0.158
"11987",5,2000,0,0.018
"11988",5,2000,0,0.197
"11989",5,2000,0,0.3
"11990",5,2000,0,0.868
"11991",5,2000,0,0.686
"11992",5,2000,0,0.222
"11993",5,2000,0,0.999
"11994",5,2000,0,0.084
"11995",5,2000,0,0.417
"11996",5,2000,0,0.812
"11997",5,2000,0,0.529
"11998",5,2000,0,0.558
"11999",5,2000,0,0.939
"12000",5,2000,0,0.863
"12001",5,2000,0,0.689
"12002",5,2000,0,0.599
"12003",5,2000,0,0.645
"12004",5,2000,0,0.35
"12005",5,2000,0,0.914
"12006",5,2000,0,0.437
"12007",5,2000,0,0.176
"12008",5,2000,0,0.547
"12009",5,2000,0,0.988
"12010",5,2000,0,0.368
"12011",5,2000,0,0.812
"12012",5,2000,0,0.845
"12013",5,2000,0,0.554
"12014",5,2000,0,0.294
"12015",5,2000,0,0.604
"12016",5,2000,0,0.14
"12017",5,2000,0,0.427
"12018",5,2000,0,0.726
"12019",5,2000,0,0.788
"12020",5,2000,0,0.186
"12021",5,2000,0,0.948
"12022",5,2000,0,0.781
"12023",5,2000,0,0.879
"12024",5,2000,0,0.791
"12025",5,2000,0,0.132
"12026",5,2000,0,0.842
"12027",5,2000,0,0.093
"12028",5,2000,0,0.658
"12029",5,2000,0,0.633
"12030",5,2000,0,0.548
"12031",5,2000,0,0.187
"12032",5,2000,0,0.755
"12033",5,2000,0,0.277
"12034",5,2000,0,0.509
"12035",5,2000,0,0.168
"12036",5,2000,0,0.881
"12037",5,2000,0,0.542
"12038",5,2000,0,0.978
"12039",5,2000,0,0.721
"12040",5,2000,0,0.487
"12041",5,2000,0,0.432
"12042",5,2000,0,0.747
"12043",5,2000,0,0.738
"12044",5,2000,0,0.428
"12045",5,2000,0,0.721
"12046",5,2000,0,0.81
"12047",5,2000,0,0.29
"12048",5,2000,0,0.96
"12049",5,2000,0,0.598
"12050",5,2000,0,0.474
"12051",5,2000,0,0.724
"12052",5,2000,0,0.183
"12053",5,2000,0,0.682
"12054",5,2000,0,0.607
"12055",5,2000,0,0.694
"12056",5,2000,0,0.659
"12057",5,2000,0,0.11
"12058",5,2000,0,0.494
"12059",5,2000,0,0.6
"12060",5,2000,0,0.732
"12061",5,2000,0,0.187
"12062",5,2000,0,0.786
"12063",5,2000,0,0.297
"12064",5,2000,0,0.505
"12065",5,2000,0,0.664
"12066",5,2000,0,0.907
"12067",5,2000,0,0.905
"12068",5,2000,0,0.214
"12069",5,2000,0,0.876
"12070",5,2000,0,0.763
"12071",5,2000,0,0.287
"12072",5,2000,0,0.278
"12073",5,2000,0,0.229
"12074",5,2000,0,0.477
"12075",5,2000,0,0.386
"12076",5,2000,0,0.484
"12077",5,2000,0,0.194
"12078",5,2000,0,0.797
"12079",5,2000,0,0.385
"12080",5,2000,0,0.385
"12081",5,2000,0,0.171
"12082",5,2000,0,0.329
"12083",5,2000,0,0.301
"12084",5,2000,0,0.134
"12085",5,2000,0,0.89
"12086",5,2000,0,0.122
"12087",5,2000,0,0.243
"12088",5,2000,0,0.164
"12089",5,2000,0,0.91
"12090",5,2000,0,0.722
"12091",5,2000,0,0.37
"12092",5,2000,0,0.943
"12093",5,2000,0,0.732
"12094",5,2000,0,0.221
"12095",5,2000,0,0.961
"12096",5,2000,0,0.553
"12097",5,2000,0,0.122
"12098",5,2000,0,0.766
"12099",5,2000,0,0.618
"12100",5,2000,0,0.939
"12101",5,2000,0,0.253
"12102",5,2000,0,0.708
"12103",5,2000,0,0.343
"12104",5,2000,0,0.198
"12105",5,2000,0,0.943
"12106",5,2000,0,0.275
"12107",5,2000,0,0.915
"12108",5,2000,0,0.422
"12109",5,2000,0,0.151
"12110",5,2000,0,0.109
"12111",5,2000,0,0.311
"12112",5,2000,0,0.362
"12113",5,2000,0,0.283
"12114",5,2000,0,0.93
"12115",5,2000,0,0.548
"12116",5,2000,0,0.142
"12117",5,2000,0,0.131
"12118",5,2000,0,0.22
"12119",5,2000,0,0.306
"12120",5,2000,0,0.65
"12121",5,2000,0,0.16
"12122",5,2000,0,0.0570000000000001
"12123",5,2000,0,0.597
"12124",5,2000,0,0.635
"12125",5,2000,0,0.794
"12126",5,2000,0,0.622
"12127",5,2000,0,0.757
"12128",5,2000,0,0.805
"12129",5,2000,0,0.992
"12130",5,2000,0,0.631
"12131",5,2000,0,0.087
"12132",5,2000,0,0.037
"12133",5,2000,0,0.41
"12134",5,2000,0,0.119
"12135",5,2000,0,0.368
"12136",5,2000,0,0.929
"12137",5,2000,0,0.438
"12138",5,2000,0,0.382
"12139",5,2000,0,0.874
"12140",5,2000,0,0.59
"12141",5,2000,0,0.694
"12142",5,2000,0,0.765
"12143",5,2000,0,0.263
"12144",5,2000,0,0.258
"12145",5,2000,0,0.718
"12146",5,2000,0,0.932
"12147",5,2000,0,0.173
"12148",5,2000,0,0.04
"12149",5,2000,0,0.482
"12150",5,2000,0,0.858
"12151",5,2000,0,0.23
"12152",5,2000,0,0.679
"12153",5,2000,0,0.197
"12154",5,2000,0,0.919
"12155",5,2000,0,0.162
"12156",5,2000,0,0.543
"12157",5,2000,0,0.598
"12158",5,2000,0,0.867
"12159",5,2000,0,0.186
"12160",5,2000,0,0.798
"12161",5,2000,0,0.811
"12162",5,2000,0,0.072
"12163",5,2000,0,0.318
"12164",5,2000,0,0.991
"12165",5,2000,0,0.563
"12166",5,2000,0,0.441
"12167",5,2000,0,0.618
"12168",5,2000,0,0.272
"12169",5,2000,0,0.31
"12170",5,2000,0,0.33
"12171",5,2000,0,0.778
"12172",5,2000,0,0.712
"12173",5,2000,0,0.055
"12174",5,2000,0,0.503
"12175",5,2000,0,0.726
"12176",5,2000,0,0.105
"12177",5,2000,0,0.316
"12178",5,2000,0,0.624
"12179",5,2000,0,0.671
"12180",5,2000,0,0.501
"12181",5,2000,0,0.764
"12182",5,2000,0,0.744
"12183",5,2000,0,0.85
"12184",5,2000,0,0.162
"12185",5,2000,0,0.822
"12186",5,2000,0,0.232
"12187",5,2000,0,0.622
"12188",5,2000,0,0.735
"12189",5,2000,0,0.162
"12190",5,2000,0,0.089
"12191",5,2000,0,0.444
"12192",5,2000,0,0.707
"12193",5,2000,0,0.608
"12194",5,2000,0,0.617
"12195",5,2000,0,0.821
"12196",5,2000,0,0.865
"12197",5,2000,0,0.805
"12198",5,2000,0,0.709
"12199",5,2000,0,0.69
"12200",5,2000,0,0.086
"12201",5,2000,0,0.711
"12202",5,2000,0,0.873
"12203",5,2000,0,0.604
"12204",5,2000,0,0.594
"12205",5,2000,0,0.943
"12206",5,2000,0,0.439
"12207",5,2000,0,0.274
"12208",5,2000,0,0.812
"12209",5,2000,0,0.324
"12210",5,2000,0,0.116
"12211",5,2000,0,0.477
"12212",5,2000,0,0.714
"12213",5,2000,0,0.737
"12214",5,2000,0,0.807
"12215",5,2000,0,0.914
"12216",5,2000,0,0.501
"12217",5,2000,0,0.682
"12218",5,2000,0,0.109
"12219",5,2000,0,0.27
"12220",5,2000,0,0.435
"12221",5,2000,0,0.479
"12222",5,2000,0,0.879
"12223",5,2000,0,0.149
"12224",5,2000,0,0.146
"12225",5,2000,0,0.047
"12226",5,2000,0,0.752
"12227",5,2000,0,0.467
"12228",5,2000,0,0.378
"12229",5,2000,0,0.856
"12230",5,2000,0,0.287
"12231",5,2000,0,0.816
"12232",5,2000,0,0.848
"12233",5,2000,0,0.014
"12234",5,2000,0,0.102
"12235",5,2000,0,0.418
"12236",5,2000,0,0.629
"12237",5,2000,0,0.789
"12238",5,2000,0,0.133
"12239",5,2000,0,0.129
"12240",5,2000,0,0.723
"12241",5,2000,0,0.146
"12242",5,2000,0,0.545
"12243",5,2000,0,0.608
"12244",5,2000,0,0.331
"12245",5,2000,0,0.588
"12246",5,2000,0,0.202
"12247",5,2000,0,0.137
"12248",5,2000,0,0.49
"12249",5,2000,0,0.433
"12250",5,2000,0,0.817
"12251",5,2000,0,0.561
"12252",5,2000,0,0.749
"12253",5,2000,0,0.619
"12254",5,2000,0,0.204
"12255",5,2000,0,0.653
"12256",5,2000,0,0.613
"12257",5,2000,0,0.073
"12258",5,2000,0,0.51
"12259",5,2000,0,0.374
"12260",5,2000,0,0.443
"12261",5,2000,0,0.822
"12262",5,2000,0,0.324
"12263",5,2000,0,0.262
"12264",5,2000,0,0.284
"12265",5,2000,0,0.341
"12266",5,2000,0,0.731
"12267",5,2000,0,0.141
"12268",5,2000,0,0.389
"12269",5,2000,0,0.428
"12270",5,2000,0,0.321
"12271",5,2000,0,0.658
"12272",5,2000,0,0.166
"12273",5,2000,0,0.952
"12274",5,2000,0,0.175
"12275",5,2000,0,0.603
"12276",5,2000,0,0.624
"12277",5,2000,0,0.1
"12278",5,2000,0,0.845
"12279",5,2000,0,0.00900000000000001
"12280",5,2000,0,0.529
"12281",5,2000,0,0.759
"12282",5,2000,0,0.646
"12283",5,2000,0,0.382
"12284",5,2000,0,0.961
"12285",5,2000,0,0.485
"12286",5,2000,0,0.805
"12287",5,2000,0,0.7
"12288",5,2000,0,0.855
"12289",5,2000,0,0.025
"12290",5,2000,0,0.624
"12291",5,2000,0,0.66
"12292",5,2000,0,0.147
"12293",5,2000,0,0.31
"12294",5,2000,0,0.652
"12295",5,2000,0,0.738
"12296",5,2000,0,0.207
"12297",5,2000,0,0.201
"12298",5,2000,0,0.629
"12299",5,2000,0,0.035
"12300",5,2000,0,0.999
"12301",5,2000,0,0.254
"12302",5,2000,0,0.828
"12303",5,2000,0,0.891
"12304",5,2000,0,0.619
"12305",5,2000,0,0.0600000000000001
"12306",5,2000,0,0.896
"12307",5,2000,0,0.532
"12308",5,2000,0,0.404
"12309",5,2000,0,0.62
"12310",5,2000,0,0.478
"12311",5,2000,0,0.107
"12312",5,2000,0,0.692
"12313",5,2000,0,0.984
"12314",5,2000,0,0.09
"12315",5,2000,0,0.366
"12316",5,2000,0,0.685
"12317",5,2000,0,0.286
"12318",5,2000,0,0.265
"12319",5,2000,0,0.739
"12320",5,2000,0,0.099
"12321",5,2000,0,0.842
"12322",5,2000,0,0.415
"12323",5,2000,0,0.814
"12324",5,2000,0,0.243
"12325",5,2000,0,0.565
"12326",5,2000,0,0.254
"12327",5,2000,0,0.274
"12328",5,2000,0,0.816
"12329",5,2000,0,0.331
"12330",5,2000,0,0.94
"12331",5,2000,0,0.575
"12332",5,2000,0,0.715
"12333",5,2000,0,0.087
"12334",5,2000,0,0.3
"12335",5,2000,0,0.759
"12336",5,2000,0,0.237
"12337",5,2000,0,0.779
"12338",5,2000,0,0.928
"12339",5,2000,0,0.185
"12340",5,2000,0,0.443
"12341",5,2000,0,0.544
"12342",5,2000,0,0.514
"12343",5,2000,0,0.454
"12344",5,2000,0,0.866
"12345",5,2000,0,0.162
"12346",5,2000,0,0.832
"12347",5,2000,0,0.506
"12348",5,2000,0,0.29
"12349",5,2000,0,0.169
"12350",5,2000,0,0.797
"12351",5,2000,0,0.934
"12352",5,2000,0,0.405
"12353",5,2000,0,0.838
"12354",5,2000,0,0.791
"12355",5,2000,0,0.884
"12356",5,2000,0,0.946
"12357",5,2000,0,0.535
"12358",5,2000,0,0.992
"12359",5,2000,0,0.219
"12360",5,2000,0,0.573
"12361",5,2000,0,0.266
"12362",5,2000,0,0.031
"12363",5,2000,0,0.727
"12364",5,2000,0,0.153
"12365",5,2000,0,0.098
"12366",5,2000,0,0.227
"12367",5,2000,0,0.408
"12368",5,2000,0,0.55
"12369",5,2000,0,0.419
"12370",5,2000,0,0.952
"12371",5,2000,0,0.418
"12372",5,2000,0,0.566
"12373",5,2000,0,0.308
"12374",5,2000,0,0.431
"12375",5,2000,0,0.643
"12376",5,2000,0,0.813
"12377",5,2000,0,0.171
"12378",5,2000,0,0.884
"12379",5,2000,0,0.974
"12380",5,2000,0,0.644
"12381",5,2000,0,0.141
"12382",5,2000,0,0.956
"12383",5,2000,0,0.458
"12384",5,2000,0,0.98
"12385",5,2000,0,0.224
"12386",5,2000,0,0.77
"12387",5,2000,0,0.072
"12388",5,2000,0,0.436
"12389",5,2000,0,0.53
"12390",5,2000,0,0.752
"12391",5,2000,0,0.191
"12392",5,2000,0,0.314
"12393",5,2000,0,0.4
"12394",5,2000,0,0.322
"12395",5,2000,0,0.593
"12396",5,2000,0,0.0610000000000001
"12397",5,2000,0,0.877
"12398",5,2000,0,0.602
"12399",5,2000,0,0.617
"12400",5,2000,0,0.59
"12401",5,2000,0,0.878
"12402",5,2000,0,0.952
"12403",5,2000,0,0.528
"12404",5,2000,0,0.00600000000000001
"12405",5,2000,0,0.674
"12406",5,2000,0,0.445
"12407",5,2000,0,0.224
"12408",5,2000,0,0.374
"12409",5,2000,0,0.106
"12410",5,2000,0,0.00600000000000001
"12411",5,2000,0,0.409
"12412",5,2000,0,0.271
"12413",5,2000,0,0.955
"12414",5,2000,0,0.311
"12415",5,2000,0,0.638
"12416",5,2000,0,0.308
"12417",5,2000,0,0.421
"12418",5,2000,0,0.238
"12419",5,2000,0,0.238
"12420",5,2000,0,0.233
"12421",5,2000,0,0.178
"12422",5,2000,0,0.386
"12423",5,2000,0,0.638
"12424",5,2000,0,0.991
"12425",5,2000,0,0.39
"12426",5,2000,0,0.703
"12427",5,2000,0,0.148
"12428",5,2000,0,0.929
"12429",5,2000,0,0.601
"12430",5,2000,0,0.249
"12431",5,2000,0,0.439
"12432",5,2000,0,0.239
"12433",5,2000,0,0.19
"12434",5,2000,0,0.501
"12435",5,2000,0,0.614
"12436",5,2000,0,0.953
"12437",5,2000,0,0.502
"12438",5,2000,0,0.923
"12439",5,2000,0,0.809
"12440",5,2000,0,0.818
"12441",5,2000,0,0.581
"12442",5,2000,0,0.168
"12443",5,2000,0,0.783
"12444",5,2000,0,0.847
"12445",5,2000,0,0.155
"12446",5,2000,0,0.669
"12447",5,2000,0,0.117
"12448",5,2000,0,0.401
"12449",5,2000,0,0.00600000000000001
"12450",5,2000,0,0.385
"12451",5,2000,0,0.333
"12452",5,2000,0,0.837
"12453",5,2000,0,0.097
"12454",5,2000,0,0.619
"12455",5,2000,0,0.767
"12456",5,2000,0,0.859
"12457",5,2000,0,0.345
"12458",5,2000,0,0.16
"12459",5,2000,0,0.326
"12460",5,2000,0,0.00700000000000001
"12461",5,2000,0,0.326
"12462",5,2000,0,0.566
"12463",5,2000,0,0.294
"12464",5,2000,0,0.329
"12465",5,2000,0,0.02
"12466",5,2000,0,0.551
"12467",5,2000,0,0.297
"12468",5,2000,0,0.61
"12469",5,2000,0,0.572
"12470",5,2000,0,0.271
"12471",5,2000,0,0.136
"12472",5,2000,0,0.896
"12473",5,2000,0,0.286
"12474",5,2000,0,0.518
"12475",5,2000,0,0.806
"12476",5,2000,0,0.337
"12477",5,2000,0,0.338
"12478",5,2000,0,0.507
"12479",5,2000,0,0.958
"12480",5,2000,0,0.28
"12481",5,2000,0,0.421
"12482",5,2000,0,0.764
"12483",5,2000,0,0.482
"12484",5,2000,0,0.782
"12485",5,2000,0,0.233
"12486",5,2000,0,0.012
"12487",5,2000,0,0.789
"12488",5,2000,0,0.868
"12489",5,2000,0,0.835
"12490",5,2000,0,0.888
"12491",5,2000,0,0.968
"12492",5,2000,0,0.515
"12493",5,2000,0,0.321
"12494",5,2000,0,0.955
"12495",5,2000,0,0.813
"12496",5,2000,0,0.318
"12497",5,2000,0,0.355
"12498",5,2000,0,0.727
"12499",5,2000,0,0.914
"12500",5,2000,0,0.939
"12501",5,2000,0,0.01
"12502",5,2000,0,0.093
"12503",5,2000,0,0.022
"12504",5,2000,0,0.693
"12505",5,2000,0,0.684
"12506",5,2000,0,0.167
"12507",5,2000,0,0.515
"12508",5,2000,0,0.535
"12509",5,2000,0,0.842
"12510",5,2000,0,0.0610000000000001
"12511",5,2000,0,0.465
"12512",5,2000,0,0.849
"12513",5,2000,0,0.26
"12514",5,2000,0,0.325
"12515",5,2000,0,0.766
"12516",5,2000,0,0.569
"12517",5,2000,0,0.91
"12518",5,2000,0,0.718
"12519",5,2000,0,0.94
"12520",5,2000,0,0.043
"12521",5,2000,0,0.599
