"","p","n","cor","pval"
"28645",10,2000,0,0.212
"28646",10,2000,0,0.927
"28647",10,2000,0,0.767
"28648",10,2000,0,0.234
"28649",10,2000,0,0.989
"28650",10,2000,0,0.169
"28651",10,2000,0,0.076
"28652",10,2000,0,0.993
"28653",10,2000,0,0.343
"28654",10,2000,0,0.778
"28655",10,2000,0,0.736
"28656",10,2000,0,0.202
"28657",10,2000,0,0.078
"28658",10,2000,0,0.743
"28659",10,2000,0,0.653
"28660",10,2000,0,0.377
"28661",10,2000,0,0.746
"28662",10,2000,0,0.255
"28663",10,2000,0,0.044
"28664",10,2000,0,0.803
"28665",10,2000,0,0.613
"28666",10,2000,0,0.29
"28667",10,2000,0,0.445
"28668",10,2000,0,0.301
"28669",10,2000,0,0.228
"28670",10,2000,0,0.345
"28671",10,2000,0,0.596
"28672",10,2000,0,0.296
"28673",10,2000,0,0.475
"28674",10,2000,0,0.435
"28675",10,2000,0,0.803
"28676",10,2000,0,0.352
"28677",10,2000,0,0.819
"28678",10,2000,0,0.443
"28679",10,2000,0,0.965
"28680",10,2000,0,0.313
"28681",10,2000,0,0.514
"28682",10,2000,0,0.536
"28683",10,2000,0,0.00700000000000001
"28684",10,2000,0,0.025
"28685",10,2000,0,0.138
"28686",10,2000,0,0.858
"28687",10,2000,0,0.794
"28688",10,2000,0,0.961
"28689",10,2000,0,0.501
"28690",10,2000,0,0.71
"28691",10,2000,0,0.722
"28692",10,2000,0,0.616
"28693",10,2000,0,0.0610000000000001
"28694",10,2000,0,0.536
"28695",10,2000,0,0.24
"28696",10,2000,0,0.731
"28697",10,2000,0,0.989
"28698",10,2000,0,0.865
"28699",10,2000,0,0.404
"28700",10,2000,0,0.915
"28701",10,2000,0,0.415
"28702",10,2000,0,0.439
"28703",10,2000,0,0.751
"28704",10,2000,0,0.885
"28705",10,2000,0,0.0570000000000001
"28706",10,2000,0,0.045
"28707",10,2000,0,0.478
"28708",10,2000,0,0.515
"28709",10,2000,0,0.45
"28710",10,2000,0,0.664
"28711",10,2000,0,0.414
"28712",10,2000,0,0.909
"28713",10,2000,0,0.198
"28714",10,2000,0,0.795
"28715",10,2000,0,0.183
"28716",10,2000,0,0.197
"28717",10,2000,0,0.609
"28718",10,2000,0,0.0639999999999999
"28719",10,2000,0,0.0610000000000001
"28720",10,2000,0,0.614
"28721",10,2000,0,0.268
"28722",10,2000,0,0.213
"28723",10,2000,0,0.627
"28724",10,2000,0,0.646
"28725",10,2000,0,0.423
"28726",10,2000,0,0.955
"28727",10,2000,0,0.297
"28728",10,2000,0,0.601
"28729",10,2000,0,0.772
"28730",10,2000,0,0.442
"28731",10,2000,0,0.613
"28732",10,2000,0,0.802
"28733",10,2000,0,0.832
"28734",10,2000,0,0.968
"28735",10,2000,0,0.906
"28736",10,2000,0,0.887
"28737",10,2000,0,0.724
"28738",10,2000,0,0.292
"28739",10,2000,0,0.156
"28740",10,2000,0,0.527
"28741",10,2000,0,0.651
"28742",10,2000,0,0.31
"28743",10,2000,0,0.316
"28744",10,2000,0,0.248
"28745",10,2000,0,0.694
"28746",10,2000,0,0.599
"28747",10,2000,0,0.279
"28748",10,2000,0,0.936
"28749",10,2000,0,0.74
"28750",10,2000,0,0.443
"28751",10,2000,0,0.525
"28752",10,2000,0,0.197
"28753",10,2000,0,0.575
"28754",10,2000,0,0.028
"28755",10,2000,0,0.793
"28756",10,2000,0,0.712
"28757",10,2000,0,0.796
"28758",10,2000,0,0.13
"28759",10,2000,0,0.5
"28760",10,2000,0,0.957
"28761",10,2000,0,0.572
"28762",10,2000,0,0.052
"28763",10,2000,0,0.636
"28764",10,2000,0,0.606
"28765",10,2000,0,0.307
"28766",10,2000,0,0.935
"28767",10,2000,0,0.458
"28768",10,2000,0,0.405
"28769",10,2000,0,0.355
"28770",10,2000,0,0.306
"28771",10,2000,0,0.451
"28772",10,2000,0,0.146
"28773",10,2000,0,0.553
"28774",10,2000,0,0.863
"28775",10,2000,0,0.452
"28776",10,2000,0,0.88
"28777",10,2000,0,0.187
"28778",10,2000,0,0.814
"28779",10,2000,0,0.23
"28780",10,2000,0,0.108
"28781",10,2000,0,0.82
"28782",10,2000,0,0.391
"28783",10,2000,0,0.617
"28784",10,2000,0,0.474
"28785",10,2000,0,0.095
"28786",10,2000,0,0.979
"28787",10,2000,0,0.661
"28788",10,2000,0,0.055
"28789",10,2000,0,0.026
"28790",10,2000,0,0.895
"28791",10,2000,0,0.187
"28792",10,2000,0,0.699
"28793",10,2000,0,0.789
"28794",10,2000,0,0.461
"28795",10,2000,0,0.943
"28796",10,2000,0,0.747
"28797",10,2000,0,0.695
"28798",10,2000,0,0.001
"28799",10,2000,0,0.669
"28800",10,2000,0,0.016
"28801",10,2000,0,0.652
"28802",10,2000,0,0.989
"28803",10,2000,0,0.398
"28804",10,2000,0,0.439
"28805",10,2000,0,0.824
"28806",10,2000,0,0
"28807",10,2000,0,0.633
"28808",10,2000,0,0.049
"28809",10,2000,0,0.299
"28810",10,2000,0,0.48
"28811",10,2000,0,0.807
"28812",10,2000,0,0.535
"28813",10,2000,0,0.674
"28814",10,2000,0,0.543
"28815",10,2000,0,0.259
"28816",10,2000,0,0.927
"28817",10,2000,0,0.871
"28818",10,2000,0,0.972
"28819",10,2000,0,0.235
"28820",10,2000,0,0.265
"28821",10,2000,0,0.283
"28822",10,2000,0,0.153
"28823",10,2000,0,0.467
"28824",10,2000,0,0.531
"28825",10,2000,0,0.336
"28826",10,2000,0,0.586
"28827",10,2000,0,0.88
"28828",10,2000,0,0.462
"28829",10,2000,0,0.763
"28830",10,2000,0,0.992
"28831",10,2000,0,0.983
"28832",10,2000,0,0.875
"28833",10,2000,0,0.62
"28834",10,2000,0,0.885
"28835",10,2000,0,0.381
"28836",10,2000,0,0.31
"28837",10,2000,0,0.419
"28838",10,2000,0,0.603
"28839",10,2000,0,0.23
"28840",10,2000,0,0.914
"28841",10,2000,0,0.546
"28842",10,2000,0,0.406
"28843",10,2000,0,0.962
"28844",10,2000,0,0.517
"28845",10,2000,0,0.978
"28846",10,2000,0,0.314
"28847",10,2000,0,0.001
"28848",10,2000,0,0.313
"28849",10,2000,0,0.074
"28850",10,2000,0,0.927
"28851",10,2000,0,0.521
"28852",10,2000,0,0.88
"28853",10,2000,0,0.563
"28854",10,2000,0,0.226
"28855",10,2000,0,0.00800000000000001
"28856",10,2000,0,0.647
"28857",10,2000,0,0.092
"28858",10,2000,0,0.81
"28859",10,2000,0,0.821
"28860",10,2000,0,0.302
"28861",10,2000,0,0.87
"28862",10,2000,0,0.838
"28863",10,2000,0,0.177
"28864",10,2000,0,0.329
"28865",10,2000,0,0.913
"28866",10,2000,0,0.193
"28867",10,2000,0,0.201
"28868",10,2000,0,0.591
"28869",10,2000,0,0.844
"28870",10,2000,0,0.657
"28871",10,2000,0,0.981
"28872",10,2000,0,0.547
"28873",10,2000,0,0.859
"28874",10,2000,0,0.774
"28875",10,2000,0,0.469
"28876",10,2000,0,0.385
"28877",10,2000,0,0.638
"28878",10,2000,0,0.587
"28879",10,2000,0,0.31
"28880",10,2000,0,0.242
"28881",10,2000,0,0.893
"28882",10,2000,0,0.527
"28883",10,2000,0,0.665
"28884",10,2000,0,0.851
"28885",10,2000,0,0.027
"28886",10,2000,0,0.417
"28887",10,2000,0,0.677
"28888",10,2000,0,0.442
"28889",10,2000,0,0.264
"28890",10,2000,0,0.128
"28891",10,2000,0,0.874
"28892",10,2000,0,0.082
"28893",10,2000,0,0.207
"28894",10,2000,0,0.972
"28895",10,2000,0,0.396
"28896",10,2000,0,0.7
"28897",10,2000,0,0.544
"28898",10,2000,0,0.042
"28899",10,2000,0,0.879
"28900",10,2000,0,0.587
"28901",10,2000,0,0.969
"28902",10,2000,0,0.916
"28903",10,2000,0,0.445
"28904",10,2000,0,0.102
"28905",10,2000,0,0.016
"28906",10,2000,0,0.424
"28907",10,2000,0,0.44
"28908",10,2000,0,0.786
"28909",10,2000,0,0.783
"28910",10,2000,0,0.452
"28911",10,2000,0,0.87
"28912",10,2000,0,0.895
"28913",10,2000,0,0.286
"28914",10,2000,0,0.966
"28915",10,2000,0,0.914
"28916",10,2000,0,0.599
"28917",10,2000,0,0.665
"28918",10,2000,0,0.896
"28919",10,2000,0,0.958
"28920",10,2000,0,0.333
"28921",10,2000,0,0.403
"28922",10,2000,0,0.075
"28923",10,2000,0,0.435
"28924",10,2000,0,0.693
"28925",10,2000,0,0.941
"28926",10,2000,0,0.525
"28927",10,2000,0,0.44
"28928",10,2000,0,0.477
"28929",10,2000,0,0.377
"28930",10,2000,0,0.681
"28931",10,2000,0,0.301
"28932",10,2000,0,0.581
"28933",10,2000,0,0.479
"28934",10,2000,0,0.042
"28935",10,2000,0,0.318
"28936",10,2000,0,0.889
"28937",10,2000,0,0.883
"28938",10,2000,0,0.483
"28939",10,2000,0,0.452
"28940",10,2000,0,0.279
"28941",10,2000,0,0.656
"28942",10,2000,0,0.524
"28943",10,2000,0,0.127
"28944",10,2000,0,0.43
"28945",10,2000,0,0.095
"28946",10,2000,0,0.229
"28947",10,2000,0,0.123
"28948",10,2000,0,0.455
"28949",10,2000,0,0.576
"28950",10,2000,0,0.262
"28951",10,2000,0,0.078
"28952",10,2000,0,0.503
"28953",10,2000,0,0.78
"28954",10,2000,0,0.437
"28955",10,2000,0,0.14
"28956",10,2000,0,0.736
"28957",10,2000,0,0.824
"28958",10,2000,0,0.613
"28959",10,2000,0,0.051
"28960",10,2000,0,0.106
"28961",10,2000,0,0.583
"28962",10,2000,0,0.216
"28963",10,2000,0,0.011
"28964",10,2000,0,0.646
"28965",10,2000,0,0.614
"28966",10,2000,0,0.981
"28967",10,2000,0,0.938
"28968",10,2000,0,0.223
"28969",10,2000,0,0.402
"28970",10,2000,0,0.954
"28971",10,2000,0,0.347
"28972",10,2000,0,0.051
"28973",10,2000,0,0.217
"28974",10,2000,0,0.918
"28975",10,2000,0,0.154
"28976",10,2000,0,0.504
"28977",10,2000,0,0.168
"28978",10,2000,0,0.019
"28979",10,2000,0,0.428
"28980",10,2000,0,0.475
"28981",10,2000,0,0.657
"28982",10,2000,0,0.706
"28983",10,2000,0,0.823
"28984",10,2000,0,0.114
"28985",10,2000,0,0.453
"28986",10,2000,0,0.777
"28987",10,2000,0,0.283
"28988",10,2000,0,0.319
"28989",10,2000,0,0.129
"28990",10,2000,0,0.114
"28991",10,2000,0,0.215
"28992",10,2000,0,0.467
"28993",10,2000,0,0.081
"28994",10,2000,0,0.59
"28995",10,2000,0,0.12
"28996",10,2000,0,0.149
"28997",10,2000,0,0.253
"28998",10,2000,0,0.497
"28999",10,2000,0,0.633
"29000",10,2000,0,0.035
"29001",10,2000,0,0.461
"29002",10,2000,0,0.164
"29003",10,2000,0,0.575
"29004",10,2000,0,0.968
"29005",10,2000,0,0.134
"29006",10,2000,0,0.282
"29007",10,2000,0,0.211
"29008",10,2000,0,0.605
"29009",10,2000,0,0.675
"29010",10,2000,0,0.01
"29011",10,2000,0,0.863
"29012",10,2000,0,0.76
"29013",10,2000,0,0.989
"29014",10,2000,0,0.707
"29015",10,2000,0,0.076
"29016",10,2000,0,0.278
"29017",10,2000,0,0.327
"29018",10,2000,0,0.219
"29019",10,2000,0,0.544
"29020",10,2000,0,0.394
"29021",10,2000,0,0.52
"29022",10,2000,0,0.044
"29023",10,2000,0,0.464
"29024",10,2000,0,0.705
"29025",10,2000,0,0.48
"29026",10,2000,0,0.626
"29027",10,2000,0,0.908
"29028",10,2000,0,0.465
"29029",10,2000,0,0.979
"29030",10,2000,0,0.258
"29031",10,2000,0,0.355
"29032",10,2000,0,0.934
"29033",10,2000,0,0.837
"29034",10,2000,0,0.363
"29035",10,2000,0,0.892
"29036",10,2000,0,0.524
"29037",10,2000,0,0.35
"29038",10,2000,0,0.664
"29039",10,2000,0,0.986
"29040",10,2000,0,0.931
"29041",10,2000,0,0.543
"29042",10,2000,0,0.357
"29043",10,2000,0,0.368
"29044",10,2000,0,0.561
"29045",10,2000,0,0.794
"29046",10,2000,0,0.076
"29047",10,2000,0,0.229
"29048",10,2000,0,0.415
"29049",10,2000,0,0.395
"29050",10,2000,0,0.088
"29051",10,2000,0,0.723
"29052",10,2000,0,0.439
"29053",10,2000,0,0.498
"29054",10,2000,0,0.857
"29055",10,2000,0,0.719
"29056",10,2000,0,0.507
"29057",10,2000,0,0.98
"29058",10,2000,0,0.453
"29059",10,2000,0,0.169
"29060",10,2000,0,0.572
"29061",10,2000,0,0.372
"29062",10,2000,0,0.716
"29063",10,2000,0,0.869
"29064",10,2000,0,0.275
"29065",10,2000,0,0.896
"29066",10,2000,0,0.294
"29067",10,2000,0,0.951
"29068",10,2000,0,0.475
"29069",10,2000,0,0.749
"29070",10,2000,0,0.4
"29071",10,2000,0,0.718
"29072",10,2000,0,0.45
"29073",10,2000,0,0.183
"29074",10,2000,0,0.305
"29075",10,2000,0,0.767
"29076",10,2000,0,0.185
"29077",10,2000,0,0.05
"29078",10,2000,0,0.392
"29079",10,2000,0,0.938
"29080",10,2000,0,0.754
"29081",10,2000,0,0.748
"29082",10,2000,0,0.222
"29083",10,2000,0,0.438
"29084",10,2000,0,0.402
"29085",10,2000,0,0.72
"29086",10,2000,0,0.309
"29087",10,2000,0,0.707
"29088",10,2000,0,0.315
"29089",10,2000,0,0.045
"29090",10,2000,0,0.164
"29091",10,2000,0,0.23
"29092",10,2000,0,0.471
"29093",10,2000,0,0.957
"29094",10,2000,0,0.191
"29095",10,2000,0,0.858
"29096",10,2000,0,0.701
"29097",10,2000,0,0.815
"29098",10,2000,0,0.262
"29099",10,2000,0,0.092
"29100",10,2000,0,0.485
"29101",10,2000,0,0.01
"29102",10,2000,0,0.318
"29103",10,2000,0,0.826
"29104",10,2000,0,0.501
"29105",10,2000,0,0.564
"29106",10,2000,0,0.297
"29107",10,2000,0,0.455
"29108",10,2000,0,0.865
"29109",10,2000,0,0.411
"29110",10,2000,0,0.899
"29111",10,2000,0,0.42
"29112",10,2000,0,0.416
"29113",10,2000,0,0.892
"29114",10,2000,0,0.785
"29115",10,2000,0,0.553
"29116",10,2000,0,0.803
"29117",10,2000,0,0.179
"29118",10,2000,0,0.004
"29119",10,2000,0,0.343
"29120",10,2000,0,0.319
"29121",10,2000,0,0.193
"29122",10,2000,0,0.609
"29123",10,2000,0,0.814
"29124",10,2000,0,0.925
"29125",10,2000,0,0.363
"29126",10,2000,0,0.432
"29127",10,2000,0,0.863
"29128",10,2000,0,0.262
"29129",10,2000,0,0.566
"29130",10,2000,0,0.036
"29131",10,2000,0,0.334
"29132",10,2000,0,0.054
"29133",10,2000,0,0
"29134",10,2000,0,0.018
"29135",10,2000,0,0.808
"29136",10,2000,0,0.372
"29137",10,2000,0,0.136
"29138",10,2000,0,0.977
"29139",10,2000,0,0.931
"29140",10,2000,0,0.774
"29141",10,2000,0,0.218
"29142",10,2000,0,0.408
"29143",10,2000,0,0.017
"29144",10,2000,0,0.705
"29145",10,2000,0,0.548
"29146",10,2000,0,0.288
"29147",10,2000,0,0.98
"29148",10,2000,0,0.98
"29149",10,2000,0,0.88
"29150",10,2000,0,0.985
"29151",10,2000,0,0.568
"29152",10,2000,0,0.577
"29153",10,2000,0,0.391
"29154",10,2000,0,0.0639999999999999
"29155",10,2000,0,0.0570000000000001
"29156",10,2000,0,0.888
"29157",10,2000,0,0.864
"29158",10,2000,0,0.878
"29159",10,2000,0,0.616
"29160",10,2000,0,0.085
"29161",10,2000,0,0.886
"29162",10,2000,0,0.641
"29163",10,2000,0,0.168
"29164",10,2000,0,0.364
"29165",10,2000,0,0.549
"29166",10,2000,0,0.053
"29167",10,2000,0,0.729
"29168",10,2000,0,0.637
"29169",10,2000,0,0.841
"29170",10,2000,0,0.736
"29171",10,2000,0,0.882
"29172",10,2000,0,0.582
"29173",10,2000,0,0.229
"29174",10,2000,0,0.107
"29175",10,2000,0,0.918
"29176",10,2000,0,0.67
"29177",10,2000,0,0.184
"29178",10,2000,0,0.652
"29179",10,2000,0,0.469
"29180",10,2000,0,0.38
"29181",10,2000,0,0.729
"29182",10,2000,0,0.136
"29183",10,2000,0,0.033
"29184",10,2000,0,0.661
"29185",10,2000,0,0.132
"29186",10,2000,0,0.514
"29187",10,2000,0,0.508
"29188",10,2000,0,0.882
"29189",10,2000,0,0.306
"29190",10,2000,0,0.482
"29191",10,2000,0,0.162
"29192",10,2000,0,0.865
"29193",10,2000,0,0.835
"29194",10,2000,0,0.168
"29195",10,2000,0,0.279
"29196",10,2000,0,0.633
"29197",10,2000,0,0.783
"29198",10,2000,0,0.544
"29199",10,2000,0,0.393
"29200",10,2000,0,0.045
"29201",10,2000,0,0.214
"29202",10,2000,0,0.703
"29203",10,2000,0,0.752
"29204",10,2000,0,0.484
"29205",10,2000,0,0.733
"29206",10,2000,0,0.356
"29207",10,2000,0,0.049
"29208",10,2000,0,0.89
"29209",10,2000,0,0.491
"29210",10,2000,0,0.53
"29211",10,2000,0,0.174
"29212",10,2000,0,0.681
"29213",10,2000,0,0.094
"29214",10,2000,0,0.532
"29215",10,2000,0,0.682
"29216",10,2000,0,0.685
"29217",10,2000,0,0.039
"29218",10,2000,0,0.017
"29219",10,2000,0,0.809
"29220",10,2000,0,0.679
"29221",10,2000,0,0.292
"29222",10,2000,0,0.337
"29223",10,2000,0,0.753
"29224",10,2000,0,0.107
"29225",10,2000,0,0.805
"29226",10,2000,0,0.649
"29227",10,2000,0,0.907
"29228",10,2000,0,0.907
"29229",10,2000,0,0.046
"29230",10,2000,0,0.403
"29231",10,2000,0,0.486
"29232",10,2000,0,0.345
"29233",10,2000,0,0.986
"29234",10,2000,0,0.231
"29235",10,2000,0,0.319
"29236",10,2000,0,0.586
"29237",10,2000,0,0.7
"29238",10,2000,0,0.485
"29239",10,2000,0,0.08
"29240",10,2000,0,0.041
"29241",10,2000,0,0.673
"29242",10,2000,0,0.561
"29243",10,2000,0,0.525
"29244",10,2000,0,0.636
"29245",10,2000,0,0.846
"29246",10,2000,0,0.012
"29247",10,2000,0,0.465
"29248",10,2000,0,0.847
"29249",10,2000,0,0.148
"29250",10,2000,0,0.462
"29251",10,2000,0,0.204
"29252",10,2000,0,0.176
"29253",10,2000,0,0.143
"29254",10,2000,0,0.211
"29255",10,2000,0,0.871
"29256",10,2000,0,0.901
"29257",10,2000,0,0.196
"29258",10,2000,0,0.316
"29259",10,2000,0,0.158
"29260",10,2000,0,0.822
"29261",10,2000,0,0.676
"29262",10,2000,0,0.509
"29263",10,2000,0,0.981
"29264",10,2000,0,0.462
"29265",10,2000,0,0.398
"29266",10,2000,0,0.475
"29267",10,2000,0,0.557
"29268",10,2000,0,0.483
"29269",10,2000,0,0.023
"29270",10,2000,0,0.076
"29271",10,2000,0,0.218
"29272",10,2000,0,0.137
"29273",10,2000,0,0.711
"29274",10,2000,0,0.193
"29275",10,2000,0,0.77
"29276",10,2000,0,0.277
"29277",10,2000,0,0.541
"29278",10,2000,0,0.859
"29279",10,2000,0,0.667
"29280",10,2000,0,0.005
"29281",10,2000,0,0.05
"29282",10,2000,0,0.808
"29283",10,2000,0,0.609
"29284",10,2000,0,0.115
"29285",10,2000,0,0.128
"29286",10,2000,0,0.266
"29287",10,2000,0,0.827
"29288",10,2000,0,0.845
"29289",10,2000,0,0.077
"29290",10,2000,0,0.879
"29291",10,2000,0,0.224
"29292",10,2000,0,0.747
"29293",10,2000,0,0.971
"29294",10,2000,0,0.0639999999999999
"29295",10,2000,0,0.563
"29296",10,2000,0,0.468
"29297",10,2000,0,0.489
"29298",10,2000,0,0.875
"29299",10,2000,0,0.247
"29300",10,2000,0,0.778
"29301",10,2000,0,0.357
"29302",10,2000,0,0.606
"29303",10,2000,0,0.199
"29304",10,2000,0,0.358
"29305",10,2000,0,0.285
"29306",10,2000,0,0.73
"29307",10,2000,0,0.479
"29308",10,2000,0,0.342
"29309",10,2000,0,0.261
"29310",10,2000,0,0.49
"29311",10,2000,0,0.281
"29312",10,2000,0,0.405
"29313",10,2000,0,0.574
"29314",10,2000,0,0.382
"29315",10,2000,0,0.757
"29316",10,2000,0,0.972
"29317",10,2000,0,0.447
"29318",10,2000,0,0.738
"29319",10,2000,0,0.743
"29320",10,2000,0,0.022
"29321",10,2000,0,0.869
"29322",10,2000,0,0.459
"29323",10,2000,0,0.213
"29324",10,2000,0,0.56
"29325",10,2000,0,0.625
"29326",10,2000,0,0.116
"29327",10,2000,0,0.316
"29328",10,2000,0,0.534
"29329",10,2000,0,0.596
"29330",10,2000,0,0.343
"29331",10,2000,0,0.894
"29332",10,2000,0,0.038
"29333",10,2000,0,0.832
"29334",10,2000,0,0.377
"29335",10,2000,0,0.127
"29336",10,2000,0,0.445
"29337",10,2000,0,0.55
"29338",10,2000,0,0.108
"29339",10,2000,0,0.897
"29340",10,2000,0,0.711
"29341",10,2000,0,0.642
"29342",10,2000,0,0.275
"29343",10,2000,0,0.27
"29344",10,2000,0,0.258
"29345",10,2000,0,0.722
"29346",10,2000,0,0.569
"29347",10,2000,0,0.694
"29348",10,2000,0,0.206
"29349",10,2000,0,0.831
"29350",10,2000,0,0.039
"29351",10,2000,0,0.042
"29352",10,2000,0,0.135
"29353",10,2000,0,0.012
"29354",10,2000,0,0.132
"29355",10,2000,0,0.531
"29356",10,2000,0,0.535
"29357",10,2000,0,0.783
"29358",10,2000,0,0.335
"29359",10,2000,0,0.519
"29360",10,2000,0,0.623
"29361",10,2000,0,0.497
"29362",10,2000,0,0.848
"29363",10,2000,0,0.741
"29364",10,2000,0,0.972
"29365",10,2000,0,0.195
"29366",10,2000,0,0.896
"29367",10,2000,0,0.518
"29368",10,2000,0,0.896
"29369",10,2000,0,0.615
"29370",10,2000,0,0.2
"29371",10,2000,0,0.647
"29372",10,2000,0,0.387
"29373",10,2000,0,0.814
"29374",10,2000,0,0.004
"29375",10,2000,0,0.845
"29376",10,2000,0,0.614
"29377",10,2000,0,0.142
"29378",10,2000,0,0.657
"29379",10,2000,0,0.75
"29380",10,2000,0,0.443
"29381",10,2000,0,0.282
"29382",10,2000,0,0.101
"29383",10,2000,0,0.631
"29384",10,2000,0,0.014
"29385",10,2000,0,0.767
"29386",10,2000,0,0.447
"29387",10,2000,0,0.178
"29388",10,2000,0,0.639
"29389",10,2000,0,0.393
"29390",10,2000,0,0.618
"29391",10,2000,0,0.422
"29392",10,2000,0,0.824
"29393",10,2000,0,0.783
"29394",10,2000,0,0.171
"29395",10,2000,0,0.923
"29396",10,2000,0,0.83
"29397",10,2000,0,0.319
"29398",10,2000,0,0.728
"29399",10,2000,0,0.532
"29400",10,2000,0,0.651
"29401",10,2000,0,0.034
"29402",10,2000,0,0.242
"29403",10,2000,0,0.634
"29404",10,2000,0,0.721
"29405",10,2000,0,0.666
"29406",10,2000,0,0.571
"29407",10,2000,0,0.54
"29408",10,2000,0,0.98
"29409",10,2000,0,0.313
"29410",10,2000,0,0.125
"29411",10,2000,0,0.178
"29412",10,2000,0,0.971
"29413",10,2000,0,0.771
"29414",10,2000,0,0.861
"29415",10,2000,0,0.02
"29416",10,2000,0,0.791
"29417",10,2000,0,0.746
"29418",10,2000,0,0.343
"29419",10,2000,0,0.95
"29420",10,2000,0,0.045
"29421",10,2000,0,0.069
"29422",10,2000,0,0.25
"29423",10,2000,0,0.72
"29424",10,2000,0,0.385
"29425",10,2000,0,0.234
"29426",10,2000,0,0.554
"29427",10,2000,0,0.069
"29428",10,2000,0,0.616
"29429",10,2000,0,0.338
"29430",10,2000,0,0.979
"29431",10,2000,0,0.453
"29432",10,2000,0,0.226
"29433",10,2000,0,0.497
"29434",10,2000,0,0.885
"29435",10,2000,0,0.484
"29436",10,2000,0,0.634
"29437",10,2000,0,0.663
"29438",10,2000,0,0.573
"29439",10,2000,0,0.698
"29440",10,2000,0,0.917
"29441",10,2000,0,0.258
"29442",10,2000,0,0.00900000000000001
"29443",10,2000,0,0.743
"29444",10,2000,0,0.388
"29445",10,2000,0,0.67
"29446",10,2000,0,0.541
"29447",10,2000,0,0.995
"29448",10,2000,0,0.238
"29449",10,2000,0,0.985
"29450",10,2000,0,0.739
"29451",10,2000,0,0.091
"29452",10,2000,0,0.866
"29453",10,2000,0,0.862
"29454",10,2000,0,0.627
"29455",10,2000,0,0.77
"29456",10,2000,0,0.377
"29457",10,2000,0,0.533
"29458",10,2000,0,0.379
"29459",10,2000,0,0.547
"29460",10,2000,0,0.118
"29461",10,2000,0,0.454
"29462",10,2000,0,0.97
"29463",10,2000,0,0.372
"29464",10,2000,0,0.794
"29465",10,2000,0,0.436
"29466",10,2000,0,0.39
"29467",10,2000,0,0.348
"29468",10,2000,0,0.022
"29469",10,2000,0,0.451
"29470",10,2000,0,0.982
"29471",10,2000,0,0.048
"29472",10,2000,0,0.476
"29473",10,2000,0,0.002
"29474",10,2000,0,0.004
"29475",10,2000,0,0.07
"29476",10,2000,0,0.082
"29477",10,2000,0,0.348
"29478",10,2000,0,0.093
"29479",10,2000,0,0.877
"29480",10,2000,0,0.733
"29481",10,2000,0,0.783
"29482",10,2000,0,0.193
"29483",10,2000,0,0.45
"29484",10,2000,0,0.495
"29485",10,2000,0,0.11
"29486",10,2000,0,0.723
"29487",10,2000,0,0.772
"29488",10,2000,0,0.307
"29489",10,2000,0,0.447
"29490",10,2000,0,0.568
"29491",10,2000,0,0.00700000000000001
"29492",10,2000,0,0.866
"29493",10,2000,0,0.424
"29494",10,2000,0,0.785
"29495",10,2000,0,0.755
"29496",10,2000,0,0.194
"29497",10,2000,0,0.595
"29498",10,2000,0,0.429
"29499",10,2000,0,0.011
"29500",10,2000,0,0.289
"29501",10,2000,0,0.09
"29502",10,2000,0,0.694
"29503",10,2000,0,0.978
"29504",10,2000,0,0.116
"29505",10,2000,0,0.839
"29506",10,2000,0,0.934
"29507",10,2000,0,0.241
"29508",10,2000,0,0.084
"29509",10,2000,0,0.991
"29510",10,2000,0,0.266
"29511",10,2000,0,0.319
"29512",10,2000,0,0.593
"29513",10,2000,0,0.694
"29514",10,2000,0,0.018
"29515",10,2000,0,0.352
"29516",10,2000,0,0.953
"29517",10,2000,0,0.731
"29518",10,2000,0,0.691
"29519",10,2000,0,0.704
"29520",10,2000,0,0.313
"29521",10,2000,0,0.00700000000000001
"29522",10,2000,0,0.036
"29523",10,2000,0,0.942
"29524",10,2000,0,0.542
"29525",10,2000,0,0.621
"29526",10,2000,0,0.778
"29527",10,2000,0,0.549
"29528",10,2000,0,0.667
"29529",10,2000,0,0.423
"29530",10,2000,0,0.882
"29531",10,2000,0,0.00800000000000001
"29532",10,2000,0,0.544
"29533",10,2000,0,0.657
"29534",10,2000,0,0.075
"29535",10,2000,0,0.174
"29536",10,2000,0,0.189
"29537",10,2000,0,0.756
"29538",10,2000,0,0.423
"29539",10,2000,0,0.182
"29540",10,2000,0,0.83
"29541",10,2000,0,0.462
"29542",10,2000,0,0.044
"29543",10,2000,0,0.248
"29544",10,2000,0,0.969
"29545",10,2000,0,0.216
"29546",10,2000,0,0.735
"29547",10,2000,0,0.945
"29548",10,2000,0,0.574
"29549",10,2000,0,0.686
"29550",10,2000,0,0.983
"29551",10,2000,0,0.795
"29552",10,2000,0,0.721
"29553",10,2000,0,0.518
"29554",10,2000,0,0.302
"29555",10,2000,0,0.713
"29556",10,2000,0,0.084
"29557",10,2000,0,0.582
"29558",10,2000,0,0.732
"29559",10,2000,0,0.015
"29560",10,2000,0,0.864
"29561",10,2000,0,0.274
"29562",10,2000,0,0.235
"29563",10,2000,0,0.12
"29564",10,2000,0,0.052
"29565",10,2000,0,0.878
"29566",10,2000,0,0.197
"29567",10,2000,0,0.0639999999999999
"29568",10,2000,0,0.578
"29569",10,2000,0,0.028
"29570",10,2000,0,0.387
"29571",10,2000,0,0.61
"29572",10,2000,0,0.438
