X1,p,n,cor,pval,testStat
3539,5,500,0.1,0.081,25.6435360977152
3540,5,500,0.1,2e-4,64.3885464598101
3541,5,500,0.1,2e-4,182.671950080078
3542,5,500,0.1,2e-4,202.809526891106
3543,5,500,0.1,2e-4,188.767604521321
3544,5,500,0.1,0.7146,15.6876325689809
3545,5,500,0.1,2e-4,148.9103130355
3546,5,500,0.1,0.0262,29.8841216723033
3547,5,500,0.1,0.7354,15.3195825892827
3548,5,500,0.1,0.9846,10.6601749174587
3549,5,500,0.1,2e-4,186.909274901181
3550,5,500,0.1,2e-4,86.9546078903581
3551,5,500,0.1,0.294,20.7193478246604
3552,5,500,0.1,2e-4,165.019233073285
3553,5,500,0.1,0.8382,14.2515033901518
3554,5,500,0.1,0.2028,22.3048468145951
3555,5,500,0.1,2e-4,215.412317843997
3556,5,500,0.1,2e-4,222.503518079223
3557,5,500,0.1,0.3912,19.5197346305267
3558,5,500,0.1,2e-4,217.77861508124
3559,5,500,0.1,0.0322,29.0135125427792
3560,5,500,0.1,2e-4,173.097028340001
3561,5,500,0.1,0.082,25.9326164884557
3562,5,500,0.1,0.6364,16.5638607938167
3563,5,500,0.1,2e-4,168.105843317918
3564,5,500,0.1,0.0044,34.7586388573201
3565,5,500,0.1,0.0848,25.5203543175857
3566,5,500,0.1,0.001,41.7445385071828
3567,5,500,0.1,0.2134,22.0825494349432
3568,5,500,0.1,2e-4,184.619201220571
3569,5,500,0.1,2e-4,175.813963872677
3570,5,500,0.1,0.0178,30.7491344079611
3571,5,500,0.1,0.1492,23.6654946341657
3572,5,500,0.1,0.0334,29.0818829910145
3573,5,500,0.1,2e-4,184.27119412691
3574,5,500,0.1,0.1146,24.4994837459493
3575,5,500,0.1,2e-4,174.361811028372
3576,5,500,0.1,0.0012,41.1711228536775
3577,5,500,0.1,0.0098,33.5165845041056
3578,5,500,0.1,0.8406,14.1506516260903
3579,5,500,0.1,2e-4,200.898363250311
3580,5,500,0.1,2e-4,201.351923852593
3581,5,500,0.1,0.1454,23.363004328788
3582,5,500,0.1,0.7414,15.5239111390655
3583,5,500,0.1,2e-4,173.26694077192
3584,5,500,0.1,2e-4,200.410133822968
3585,5,500,0.1,0.384,19.5207472879232
3586,5,500,0.1,2e-4,170.369530362748
3587,5,500,0.1,2e-4,208.576183013715
3588,5,500,0.1,0.288,20.8133426351312
3589,5,500,0.1,2e-4,152.367136251016
3590,5,500,0.1,2e-4,170.666096691617
3591,5,500,0.1,2e-4,187.232119708128
3592,5,500,0.1,0.902,13.162443916229
3593,5,500,0.1,0.5998,16.9566322941746
3594,5,500,0.1,2e-4,181.461792445001
3595,5,500,0.1,0.303,20.7127437117531
3596,5,500,0.1,2e-4,45.3341850463659
3597,5,500,0.1,2e-4,125.522581517971
3598,5,500,0.1,2e-4,185.175155179331
3599,5,500,0.1,0.4614,18.5458116468629
3600,5,500,0.1,2e-4,214.024620094331
3601,5,500,0.1,2e-4,186.753718608838
3602,5,500,0.1,2e-4,205.569885017005
3603,5,500,0.1,0.0088,32.6611247135057
3604,5,500,0.1,0.1982,22.3231950155046
3605,5,500,0.1,2e-4,156.390356282741
3606,5,500,0.1,0.5964,17.063667549053
3607,5,500,0.1,0.8512,14.0686058273204
3608,5,500,0.1,0.477,18.3167300204294
3609,5,500,0.1,2e-4,195.546474825774
3610,5,500,0.1,2e-4,156.722784241151
3611,5,500,0.1,0.0384,28.1204961484972
3612,5,500,0.1,0.0988,24.6508812897863
3613,5,500,0.1,2e-4,170.336751882582
3614,5,500,0.1,2e-4,179.135632906133
3615,5,500,0.1,2e-4,164.45196212707
3616,5,500,0.1,2e-4,196.146053701451
3617,5,500,0.1,0.9324,12.41197090185
3618,5,500,0.1,2e-4,174.148951550233
3619,5,500,0.1,2e-4,189.288070951869
3620,5,500,0.1,2e-4,195.119793282223
3621,5,500,0.1,2e-4,194.210577711279
3622,5,500,0.1,0.2746,21.2242806091933
3623,5,500,0.1,2e-4,209.871257186119
3624,5,500,0.1,2e-4,185.333329018951
3625,5,500,0.1,0.0198,30.4829700775883
3626,5,500,0.1,2e-4,136.069968581255
3627,5,500,0.1,0.0888,25.3327776368447
3628,5,500,0.1,0.0014,40.1857099181024
3629,5,500,0.1,0.0154,31.4709520257229
3630,5,500,0.1,2e-4,190.029426563339
3631,5,500,0.1,2e-4,188.029301639656
3632,5,500,0.1,2e-4,44.6005868435613
3633,5,500,0.1,2e-4,202.073032977039
3634,5,500,0.1,2e-4,151.352129502736
3635,5,500,0.1,2e-4,177.550979327059
3636,5,500,0.1,2e-4,195.667071774583
3637,5,500,0.1,0.1482,23.7535662925364
3638,5,500,0.1,0.6226,16.871108363938
3639,5,500,0.1,2e-4,211.387693577541
3640,5,500,0.1,0.1056,24.9486254524211
3641,5,500,0.1,2e-4,184.518340512754
3642,5,500,0.1,2e-4,174.286997195427
3643,5,500,0.1,2e-4,182.108590859985
3644,5,500,0.1,0.1926,22.4705208168962
3645,5,500,0.1,2e-4,181.586426446525
3646,5,500,0.1,0.8982,13.2441221323724
3647,5,500,0.1,2e-4,185.119189099167
3648,5,500,0.1,2e-4,182.739522008708
3649,5,500,0.1,2e-4,191.050045969104
3650,5,500,0.1,2e-4,134.103167659725
3651,5,500,0.1,0.5702,17.4279758825838
3652,5,500,0.1,0.3608,19.8447839619121
3653,5,500,0.1,0.0972,24.8587552012939
3654,5,500,0.1,2e-4,161.478687848755
3655,5,500,0.1,2e-4,197.203455274579
3656,5,500,0.1,2e-4,198.046443361108
3657,5,500,0.1,0.9598,11.6759050371902
3658,5,500,0.1,2e-4,200.487247045816
3659,5,500,0.1,2e-4,177.160136310159
3660,5,500,0.1,0.4396,18.7641934192718
3661,5,500,0.1,2e-4,210.974913450776
3662,5,500,0.1,0.0012,40.740313120702
3663,5,500,0.1,2e-4,165.50483043317
3664,5,500,0.1,2e-4,177.719767156523
3665,5,500,0.1,2e-4,191.863710344431
3666,5,500,0.1,2e-4,183.976103217405
3667,5,500,0.1,6e-4,40.5741413527167
3668,5,500,0.1,0.1398,23.8184945624027
3669,5,500,0.1,2e-4,190.541719531993
3670,5,500,0.1,2e-4,182.839308496968
3671,5,500,0.1,2e-4,208.641372407759
3672,5,500,0.1,0.2216,22.1248853168464
3673,5,500,0.1,0.5288,17.6160186202969
3674,5,500,0.1,2e-4,172.796538656864
3675,5,500,0.1,2e-4,108.091522035335
3676,5,500,0.1,2e-4,180.703771169851
3677,5,500,0.1,0.0064,34.1167577314022
3678,5,500,0.1,2e-4,175.164666171156
3679,5,500,0.1,2e-4,168.213187754961
3680,5,500,0.1,0.1026,24.9094138144988
3681,5,500,0.1,0.2164,22.2088151753719
3682,5,500,0.1,0.3336,20.2351223535225
3683,5,500,0.1,2e-4,65.309740663603307
3684,5,500,0.1,2e-4,159.08328244813
3685,5,500,0.1,2e-4,187.407787747571
3686,5,500,0.1,0.2112,22.1978156334898
3687,5,500,0.1,0.6318,16.6352450103783
3688,5,500,0.1,2e-4,190.905484296068
3689,5,500,0.1,2e-4,88.1066811145574
3690,5,500,0.1,0.7992,14.636506346173
3691,5,500,0.1,0.6766,16.1284485036961
3692,5,500,0.1,0.1058,24.8085846032388
3693,5,500,0.1,2e-4,196.685226859994
3694,5,500,0.1,0.4438,18.744540811257
3695,5,500,0.1,0.5862,17.0055217443809
3696,5,500,0.1,2e-4,194.770582829672
3697,5,500,0.1,0.02,30.5886997411876
3698,5,500,0.1,2e-4,152.56202235841
3699,5,500,0.1,2e-4,200.067901168089
3700,5,500,0.1,0.2672,21.2079134104686
3701,5,500,0.1,2e-4,181.149488952005
3702,5,500,0.1,0.0298,29.0201773227328
3703,5,500,0.1,2e-4,198.937522541197
3704,5,500,0.1,0.013,31.650854266156
3705,5,500,0.1,2e-4,180.676202866365
3706,5,500,0.1,2e-4,198.41012145048
3707,5,500,0.1,0.2438,21.5724317830934
3708,5,500,0.1,0.7902,14.8813238668751
3709,5,500,0.1,0.6376,16.4950374543383
3710,5,500,0.1,2e-4,175.573544695809
3711,5,500,0.1,0.2402,21.6494036652139
3712,5,500,0.1,0.2794,20.993202003862802
3713,5,500,0.1,2e-4,176.271888922287
3714,5,500,0.1,0.6174,16.801701916823
3715,5,500,0.1,0.0912,25.1391032953101
3716,5,500,0.1,0.002,38.1792943959385
3717,5,500,0.1,0.5036,18.052514364273
3718,5,500,0.1,0.3694,19.6491374656646
3719,5,500,0.1,0.0012,38.3609440926459
3720,5,500,0.1,2e-4,182.540976384863
3721,5,500,0.1,0.921,12.8334541562436
3722,5,500,0.1,2e-4,196.138752275925
3723,5,500,0.1,2e-4,181.39908638008
3724,5,500,0.1,2e-4,186.689914735019
3725,5,500,0.1,0.6042,16.8884075680605
3726,5,500,0.1,0.0234,30.2145634024478
3727,5,500,0.1,0.0874,25.8064158747249
3728,5,500,0.1,0.723,15.7116721168298
3729,5,500,0.1,8e-4,41.7275196547993
3730,5,500,0.1,0.0412,28.0106818691711
3731,5,500,0.1,0.4532,18.7212982780555
3732,5,500,0.1,2e-4,201.484315920832
3733,5,500,0.1,0.0406,28.0166582340913
3734,5,500,0.1,0.0022,37.2406716980718
3735,5,500,0.1,0.724,15.6886813972888
3736,5,500,0.1,2e-4,186.257552041107
3737,5,500,0.1,2e-4,174.189137602327
3738,5,500,0.1,2e-4,180.647671319332
3739,5,500,0.1,0.8672,13.7891669424234
3740,5,500,0.1,2e-4,204.676974842358
3741,5,500,0.1,2e-4,151.55494403997
3742,5,500,0.1,2e-4,190.276155053972
3743,5,500,0.1,2e-4,194.582738897379
3744,5,500,0.1,0.5822,17.2691924537588
3745,5,500,0.1,2e-4,189.60153814811
3746,5,500,0.1,0.8998,13.1013206214201
3747,5,500,0.1,2e-4,175.480480733717
3748,5,500,0.1,0.6724,16.1424802442948
3749,5,500,0.1,2e-4,195.983195732585
3750,5,500,0.1,0.2798,20.8499988034975
3751,5,500,0.1,0.8318,14.2874986160275
3752,5,500,0.1,2e-4,187.482009780003
3753,5,500,0.1,0.7404,15.3722015756213
3754,5,500,0.1,2e-4,193.964817406739
3755,5,500,0.1,2e-4,173.651787917789
3756,5,500,0.1,2e-4,196.047989343742
3757,5,500,0.1,2e-4,198.403844834625
3758,5,500,0.1,2e-4,75.4681577362353
3759,5,500,0.1,0.027,29.1464448425022
3760,5,500,0.1,2e-4,179.417069822869
3761,5,500,0.1,2e-4,188.48859968653
3762,5,500,0.1,0.0284,29.6888474221842
3763,5,500,0.1,2e-4,179.056279274055
3764,5,500,0.1,0.5464,17.5332518633394
3765,5,500,0.1,2e-4,194.234366416969
3766,5,500,0.1,0.49,18.1547794149095
3767,5,500,0.1,2e-4,193.369843470287
3768,5,500,0.1,2e-4,161.162187194026
3769,5,500,0.1,0.4454,18.6728341733511
3770,5,500,0.1,0.1398,23.8751785478807
3771,5,500,0.1,0.2636,21.1338072337178
3772,5,500,0.1,2e-4,45.2692600372745
3773,5,500,0.1,2e-4,189.817185254757
3774,5,500,0.1,0.3128,20.5247045269761
3775,5,500,0.1,2e-4,206.147909946997
3776,5,500,0.1,0.0028,36.1584084953693
3777,5,500,0.1,2e-4,170.707995660787
3778,5,500,0.1,2e-4,164.908837903262
3779,5,500,0.1,2e-4,160.332317128226
3780,5,500,0.1,0.5554,17.448966233372
3781,5,500,0.1,0.0944,25.4958101240978
3782,5,500,0.1,2e-4,175.26025147208
3783,5,500,0.1,2e-4,171.732159163663
3784,5,500,0.1,0.0062,33.5956980827854
3785,5,500,0.1,2e-4,214.983680583725
3786,5,500,0.1,0.8238,14.2397664039317
3787,5,500,0.1,2e-4,170.228900963699
3788,5,500,0.1,2e-4,196.252417573528
3789,5,500,0.1,2e-4,54.7582343534196
3790,5,500,0.1,0.636,16.6353932066895
3791,5,500,0.1,0.0106,32.3098512435777
3792,5,500,0.1,0.1042,24.6373090675626
3793,5,500,0.1,2e-4,182.080754801977
3794,5,500,0.1,2e-4,181.360298342413
3795,5,500,0.1,2e-4,142.611332869266
3796,5,500,0.1,2e-4,57.4323851890679
3797,5,500,0.1,2e-4,212.723722948481
3798,5,500,0.1,0.254,21.3284594317922
3799,5,500,0.1,0.0698,26.4783688292645
3800,5,500,0.1,2e-4,197.459225834641
3801,5,500,0.1,2e-4,169.432526570088
3802,5,500,0.1,2e-4,201.014168780833
3803,5,500,0.1,2e-4,200.140878690112
3804,5,500,0.1,2e-4,208.885995356101
3805,5,500,0.1,0.08,26.1551396050976
3806,5,500,0.1,0.1316,24.0007872884087
3807,5,500,0.1,0.0894,25.7334006514995
3808,5,500,0.1,0.0332,28.6323799544925
3809,5,500,0.1,2e-4,192.406151367121
3810,5,500,0.1,2e-4,213.013103901322
3811,5,500,0.1,0.4462,18.7344981995081
3812,5,500,0.1,2e-4,195.121842004032
3813,5,500,0.1,2e-4,59.6427381499703
3814,5,500,0.1,0.785,14.9054778502048
3815,5,500,0.1,2e-4,202.50586550257
3816,5,500,0.1,0.205,22.232451815879
3817,5,500,0.1,2e-4,79.0127641883932
3818,5,500,0.1,0.0782,25.944158342694
3819,5,500,0.1,2e-4,183.287161280221
3820,5,500,0.1,0.0424,28.1572169583623
3821,5,500,0.1,2e-4,171.738968314102
3822,5,500,0.1,2e-4,190.119864003526
3823,5,500,0.1,2e-4,207.697298476517
3824,5,500,0.1,2e-4,186.23759058788
3825,5,500,0.1,2e-4,196.14119166761
3826,5,500,0.1,0.575,17.2761455089496
3827,5,500,0.1,2e-4,192.995561173042
3828,5,500,0.1,2e-4,46.9475675319933
3829,5,500,0.1,2e-4,208.943689251539
3830,5,500,0.1,2e-4,223.24088019243
3831,5,500,0.1,2e-4,203.69720011356
3832,5,500,0.1,0.2616,21.2221958632937
3833,5,500,0.1,2e-4,204.026367683574
3834,5,500,0.1,0.2154,22.1128237138648
3835,5,500,0.1,0.3646,19.7881447723599
3836,5,500,0.1,2e-4,195.473021665628
3837,5,500,0.1,2e-4,182.761358944158
3838,5,500,0.1,2e-4,216.629536108708
3839,5,500,0.1,4e-4,44.7288344516215
3840,5,500,0.1,2e-4,190.666613504302
3841,5,500,0.1,2e-4,189.757546997591
3842,5,500,0.1,2e-4,56.4867961006475
3843,5,500,0.1,2e-4,174.705580042517
3844,5,500,0.1,2e-4,160.076080718595
3845,5,500,0.1,2e-4,183.587532308001
3846,5,500,0.1,2e-4,209.936768789427
3847,5,500,0.1,0.0946,25.3331205062092
3848,5,500,0.1,0.038,28.6254578096828
3849,5,500,0.1,0.3524,19.7772988726405
3850,5,500,0.1,0.2562,21.7115159252523
3851,5,500,0.1,0.631,16.4794890231116
3852,5,500,0.1,0.0068,33.8907593250331
3853,5,500,0.1,2e-4,186.516525602499
3854,5,500,0.1,0.0142,31.6091168973279
3855,5,500,0.1,0.6596,16.2788863533378
3856,5,500,0.1,2e-4,205.059148758162
3857,5,500,0.1,2e-4,104.39620168698
3858,5,500,0.1,0.1246,24.1312088029112
3859,5,500,0.1,0.0368,28.5741733794411
3860,5,500,0.1,2e-4,190.587582430057
3861,5,500,0.1,2e-4,192.266381829288
3862,5,500,0.1,0.056,27.0935485535116
3863,5,500,0.1,2e-4,195.249931643831
3864,5,500,0.1,2e-4,193.127733412382
3865,5,500,0.1,0.1468,23.4786145880314
3866,5,500,0.1,0.2104,22.1309055342876
3867,5,500,0.1,2e-4,188.468084891132
3868,5,500,0.1,2e-4,172.077860920184
3869,5,500,0.1,2e-4,178.887248559073
3870,5,500,0.1,2e-4,201.246350859096
3871,5,500,0.1,2e-4,195.159789989291
3872,5,500,0.1,2e-4,172.739522242969
3873,5,500,0.1,0.478,18.3515071079066
3874,5,500,0.1,0.2106,22.1745233290596
3875,5,500,0.1,2e-4,205.819450956455
3876,5,500,0.1,0.012,31.1768140184523
3877,5,500,0.1,0.0184,31.3766125497159
3878,5,500,0.1,2e-4,178.003067371675
3879,5,500,0.1,2e-4,196.164423003028
3880,5,500,0.1,2e-4,231.266087774218
3881,5,500,0.1,6e-4,43.0144725190712
3882,5,500,0.1,0.0846,25.6478161136686
3883,5,500,0.1,0.421,19.1367170517379
3884,5,500,0.1,2e-4,176.315766481456
3885,5,500,0.1,2e-4,182.907505789343
3886,5,500,0.1,2e-4,75.64178555738
3887,5,500,0.1,0.2258,21.7504480120918
3888,5,500,0.1,0.1896,22.6935353210265
3889,5,500,0.1,2e-4,167.29050074969
3890,5,500,0.1,2e-4,160.609809622813
3891,5,500,0.1,0.0982,25.0749338992933
3892,5,500,0.1,0.6346,16.6263390784452
3893,5,500,0.1,0.3018,20.5928244918913
3894,5,500,0.1,2e-4,177.293853102966
3895,5,500,0.1,0.9182,12.8168414237643
3896,5,500,0.1,2e-4,47.5769205097333
3897,5,500,0.1,2e-4,180.962216911643
3898,5,500,0.1,2e-4,216.896805203993
3899,5,500,0.1,0.3732,19.6900673471847
3900,5,500,0.1,2e-4,200.972837893238
3901,5,500,0.1,2e-4,174.831854031814
3902,5,500,0.1,2e-4,187.216232525553
3903,5,500,0.1,2e-4,182.904719288132
3904,5,500,0.1,2e-4,194.638688024023
3905,5,500,0.1,2e-4,132.512538069345
3906,5,500,0.1,0.0146,30.8997840410785
3907,5,500,0.1,0.7032,15.8065758240483
3908,5,500,0.1,2e-4,199.567682525056
3909,5,500,0.1,0.1802,22.8024613106909
3910,5,500,0.1,2e-4,181.466242414541
3911,5,500,0.1,2e-4,61.9498325925658
3912,5,500,0.1,0.099,24.9038216245298
3913,5,500,0.1,2e-4,135.588516252211
3914,5,500,0.1,2e-4,175.91587601495
3915,5,500,0.1,0.002,36.9217338959573
3916,5,500,0.1,2e-4,173.497933045527
3917,5,500,0.1,0.506,17.9783476385295
3918,5,500,0.1,0.1032,24.8058919558745
3919,5,500,0.1,2e-4,180.295097122308
3920,5,500,0.1,2e-4,183.988447247735
3921,5,500,0.1,0.0896,25.5446865612638
3922,5,500,0.1,2e-4,188.154620366276
3923,5,500,0.1,2e-4,188.176708945672
3924,5,500,0.1,0.045,27.7676467827964
3925,5,500,0.1,2e-4,174.742635321171
3926,5,500,0.1,2e-4,47.0954493437411
3927,5,500,0.1,2e-4,188.241956640142
3928,5,500,0.1,0.078,25.951568896283302
3929,5,500,0.1,0.8592,13.6908171306067
3930,5,500,0.1,2e-4,157.638103517491
3931,5,500,0.1,0.985,10.5782084472839
3932,5,500,0.1,2e-4,201.476576748806
3933,5,500,0.1,0.085,25.5928452940177
3934,5,500,0.1,0.0122,31.5378963235719
3935,5,500,0.1,0.4972,18.0994190294811
3936,5,500,0.1,2e-4,184.211632791893
3937,5,500,0.1,0.1998,22.4501828831013
3938,5,500,0.1,2e-4,198.210036277187
3939,5,500,0.1,0.1498,23.4150410523754
3940,5,500,0.1,0.9346,12.4465422271618
3941,5,500,0.1,2e-4,201.866722176281
3942,5,500,0.1,0.0108,32.073597771324
3943,5,500,0.1,2e-4,167.836068317317
3944,5,500,0.1,0.019,30.8897617546908
3945,5,500,0.1,2e-4,230.187463186385
3946,5,500,0.1,2e-4,207.900026126402
3947,5,500,0.1,0.0562,26.9284337647978
3948,5,500,0.1,0.2884,20.8074987207894
3949,5,500,0.1,0.7678,14.9915901105304
3950,5,500,0.1,0.802,14.6353240842203
3951,5,500,0.1,2e-4,175.276108104516
3952,5,500,0.1,2e-4,138.287989364224
3953,5,500,0.1,0.1148,24.4058475538121
3954,5,500,0.1,2e-4,152.092653119393
3955,5,500,0.1,2e-4,189.018304855129
3956,5,500,0.1,0.061,27.0154811041369
3957,5,500,0.1,0.304,20.7030850682386
3958,5,500,0.1,0.1892,22.452879725506
3959,5,500,0.1,0.2358,21.7107999208184
3960,5,500,0.1,0.4552,18.7237279495225
3961,5,500,0.1,2e-4,178.887779953631
3962,5,500,0.1,2e-4,185.985924743678
3963,5,500,0.1,2e-4,195.239040708369
3964,5,500,0.1,2e-4,190.824276660639
3965,5,500,0.1,0.0034,36.0560941030508
3966,5,500,0.1,2e-4,202.697201444108
3967,5,500,0.1,0.0118,31.2877881249813
3968,5,500,0.1,2e-4,190.416261421291
3969,5,500,0.1,2e-4,189.41103240641
3970,5,500,0.1,2e-4,180.440416221765
3971,5,500,0.1,2e-4,190.922161528861
3972,5,500,0.1,0.7918,14.6747423788278
3973,5,500,0.1,0.037,28.743427404876
3974,5,500,0.1,2e-4,180.388635584691
3975,5,500,0.1,0.1574,23.2644538142196
3976,5,500,0.1,0.9076,12.9376553225887
3977,5,500,0.1,2e-4,162.160614892061
3978,5,500,0.1,2e-4,193.200186048336
3979,5,500,0.1,2e-4,183.264233845226
3980,5,500,0.1,2e-4,193.499299743525
3981,5,500,0.1,0.0968,25.0743875013712
3982,5,500,0.1,2e-4,196.505592755402
3983,5,500,0.1,2e-4,216.455787920778
3984,5,500,0.1,2e-4,204.285794197069
3985,5,500,0.1,2e-4,175.316896193061
3986,5,500,0.1,2e-4,185.439688195538
3987,5,500,0.1,0.3048,20.3255240458584
3988,5,500,0.1,2e-4,193.439426023996
3989,5,500,0.1,2e-4,175.853175028215
3990,5,500,0.1,2e-4,175.100770044657
3991,5,500,0.1,2e-4,199.032174101085
3992,5,500,0.1,2e-4,195.363718873926
3993,5,500,0.1,2e-4,184.025323617324
3994,5,500,0.1,2e-4,162.230019565137
3995,5,500,0.1,0.0226,30.5852228909647
3996,5,500,0.1,0.1604,23.2839616217577
3997,5,500,0.1,2e-4,203.65512103199
3998,5,500,0.1,2e-4,193.756970430053
3999,5,500,0.1,2e-4,120.474311783195
4000,5,500,0.1,0.205,22.3201263607489
4001,5,500,0.3,2e-4,237.90904822106
4002,5,500,0.3,2e-4,44.6445742472756
4003,5,500,0.3,2e-4,82.2403929144737
4004,5,500,0.3,2e-4,45.7996113044172
4005,5,500,0.3,2e-4,115.406746152226
4006,5,500,0.3,2e-4,144.449059197319
4007,5,500,0.3,2e-4,150.776556713454
4008,5,500,0.3,2e-4,208.923823870179
4009,5,500,0.3,2e-4,202.411258758273
4010,5,500,0.3,2e-4,249.216727110574
4011,5,500,0.3,2e-4,130.362493520216
4012,5,500,0.3,2e-4,211.148342750524
4013,5,500,0.3,2e-4,190.157210734578
4014,5,500,0.3,2e-4,169.889426658141
4015,5,500,0.3,2e-4,163.451170629766
4016,5,500,0.3,0.0016,38.4930169495946
4017,5,500,0.3,2e-4,196.41785451536
4018,5,500,0.3,2e-4,194.291865052955
4019,5,500,0.3,2e-4,131.325263304535
4020,5,500,0.3,2e-4,220.440778764727
4021,5,500,0.3,2e-4,118.572111751174
4022,5,500,0.3,2e-4,216.042905546751
4023,5,500,0.3,2e-4,97.6909315666369
4024,5,500,0.3,0.0022,37.590613517295
4025,5,500,0.3,0.0258,29.4189310258894
4026,5,500,0.3,2e-4,184.741630692593
4027,5,500,0.3,2e-4,85.5361683347639
4028,5,500,0.3,2e-4,127.068587890366
4029,5,500,0.3,2e-4,70.0283797103732
4030,5,500,0.3,2e-4,209.418535843988
4031,5,500,0.3,0.0384,28.6557706484134
4032,5,500,0.3,2e-4,53.7381416886424
4033,5,500,0.3,2e-4,114.727468744893
4034,5,500,0.3,2e-4,200.949619394936
4035,5,500,0.3,2e-4,82.2714655585966
4036,5,500,0.3,2e-4,165.459840353183
4037,5,500,0.3,2e-4,220.48721244761
4038,5,500,0.3,2e-4,201.992009892277
4039,5,500,0.3,2e-4,58.7918515659386
4040,5,500,0.3,2e-4,45.5868904961352
4041,5,500,0.3,2e-4,55.4525362234541
4042,5,500,0.3,0.0098,32.6264669161291
4043,5,500,0.3,2e-4,87.4877528643673
4044,5,500,0.3,2e-4,219.131353663621
4045,5,500,0.3,2e-4,224.049627258204
4046,5,500,0.3,0.0016,39.514241794758
4047,5,500,0.3,2e-4,202.121398998805
4048,5,500,0.3,2e-4,232.882073659968
4049,5,500,0.3,2e-4,54.7990540618411
4050,5,500,0.3,2e-4,216.743600763816
4051,5,500,0.3,2e-4,206.13901567728
4052,5,500,0.3,2e-4,167.180384681059
4053,5,500,0.3,2e-4,108.64534738463
4054,5,500,0.3,2e-4,50.5270353245725
4055,5,500,0.3,2e-4,76.1489635544266
4056,5,500,0.3,2e-4,135.721443761337
4057,5,500,0.3,2e-4,200.204528948396
4058,5,500,0.3,2e-4,215.580102858946
4059,5,500,0.3,2e-4,206.361028517866
4060,5,500,0.3,2e-4,208.999888412711
4061,5,500,0.3,2e-4,147.407848314734
4062,5,500,0.3,2e-4,202.899289812577
4063,5,500,0.3,2e-4,79.4210187294317
4064,5,500,0.3,2e-4,192.908262413812
4065,5,500,0.3,2e-4,150.657908106726
4066,5,500,0.3,2e-4,226.63469496837
4067,5,500,0.3,2e-4,141.838789297239
4068,5,500,0.3,2e-4,200.738667832113
4069,5,500,0.3,2e-4,211.24359216316
4070,5,500,0.3,2e-4,63.7302449797433
4071,5,500,0.3,2e-4,51.659878438714
4072,5,500,0.3,2e-4,220.076762264248
4073,5,500,0.3,0.0012,41.4173674262046
4074,5,500,0.3,2e-4,221.371909890275
4075,5,500,0.3,2e-4,217.039671543924
4076,5,500,0.3,2e-4,206.507670347439
4077,5,500,0.3,2e-4,210.721736465092
4078,5,500,0.3,2e-4,217.984305378627
4079,5,500,0.3,2e-4,213.995798955993
4080,5,500,0.3,2e-4,199.830370854131
4081,5,500,0.3,0.001,40.7116955179665
4082,5,500,0.3,2e-4,125.960317021475
4083,5,500,0.3,2e-4,204.273404612005
4084,5,500,0.3,2e-4,73.3532462619866
4085,5,500,0.3,2e-4,141.339304390509
4086,5,500,0.3,2e-4,59.744367184516
4087,5,500,0.3,2e-4,46.950267826543
4088,5,500,0.3,0.2044,22.4126482388879
4089,5,500,0.3,2e-4,225.750028040354
4090,5,500,0.3,2e-4,205.940830475677
4091,5,500,0.3,2e-4,60.784190076841
4092,5,500,0.3,2e-4,136.045683420109
4093,5,500,0.3,2e-4,129.335559096763
4094,5,500,0.3,2e-4,49.8633153293494
4095,5,500,0.3,2e-4,197.223948215025
4096,5,500,0.3,2e-4,222.77721636945
4097,5,500,0.3,2e-4,57.1791213797584
4098,5,500,0.3,2e-4,62.1013530427536
4099,5,500,0.3,2e-4,193.241007904076
4100,5,500,0.3,0.0048,34.0605810804169
4101,5,500,0.3,2e-4,132.154328655986
4102,5,500,0.3,2e-4,228.186400465627
4103,5,500,0.3,2e-4,75.4454946063875
4104,5,500,0.3,2e-4,65.8422514284333
4105,5,500,0.3,2e-4,190.513884731583
4106,5,500,0.3,2e-4,219.645714189829
4107,5,500,0.3,2e-4,209.452860876399
4108,5,500,0.3,0.0096,32.3386065458069
4109,5,500,0.3,2e-4,208.167884727481
4110,5,500,0.3,2e-4,95.2044157798903
4111,5,500,0.3,2e-4,213.238137434593
4112,5,500,0.3,2e-4,211.954165228708
4113,5,500,0.3,2e-4,139.782908416443
4114,5,500,0.3,2e-4,114.002781563018
4115,5,500,0.3,2e-4,185.863746074117
4116,5,500,0.3,2e-4,144.506645255273
4117,5,500,0.3,2e-4,63.4674866957136
4118,5,500,0.3,8e-4,40.5029546393961
4119,5,500,0.3,2e-4,196.258262967082
4120,5,500,0.3,2e-4,229.555144469345
4121,5,500,0.3,2e-4,211.124608664069
4122,5,500,0.3,2e-4,214.702990971292
4123,5,500,0.3,2e-4,204.439357820369
4124,5,500,0.3,0.001,39.0155947503436
4125,5,500,0.3,2e-4,207.531809286099
4126,5,500,0.3,2e-4,84.3210984979109
4127,5,500,0.3,2e-4,190.219063201768
4128,5,500,0.3,2e-4,56.1155618291239
4129,5,500,0.3,2e-4,49.7755720181835
4130,5,500,0.3,2e-4,59.5453735783075
4131,5,500,0.3,2e-4,212.209750274714
4132,5,500,0.3,2e-4,189.067693166961
4133,5,500,0.3,2e-4,206.107934979619
4134,5,500,0.3,2e-4,172.829040717583
4135,5,500,0.3,2e-4,205.047317756952
4136,5,500,0.3,0.0098,33.9127635081394
4137,5,500,0.3,2e-4,208.135707611979
